folder,volume_m3,slope_deg,potential_energy_MJ,plastic_energy_MJ_front,plastic_energy_MJ_rear,sleout_energy_max_J,impact_duration_s,rcforce_force_max_N,rcforce_impulse_Ns
250407_total_random_batch_3_4\batch_04\N036_V2610_PE2739_51deg,2610,51,2739,783.2058704651306,617.0450845197473,20100000.0,3.7410018444,28522722.0,5052090.802942027
250407_total_random_batch_3_4\batch_04\N037_V1496_PE1447_45deg,1496,45,1447,178.3410093649795,206.2236757639595,7677000.0,4.176001072,22052313.010416664,2249404.0699519324
250407_total_random_batch_3_4\batch_04\N038_V894_PE819_43deg,894,43,819,144.20885360695937,144.75975882885237,5169000.0,4.6199998856,24390058.666666664,1487757.86443511
250407_total_random_batch_3_4\batch_04\N039_V4786_PE4180_40deg,4786,40,4180,769.5437265893884,726.4352610776681,23150000.0,5.573000907900001,22419946.666666664,6641328.93523141
250421_total_random_batch_7_8\batch_07\N000_V1104_PE1276_60deg,1104,60,1276,322.1178554798007,173.39080432871427,8293000.0,4.3979992867,13764099.572916666,1825103.0445434968
250421_total_random_batch_7_8\batch_07\N010_V1278_PE1127_40deg,1278,40,1127,151.59408461255015,107.90740774159322,5079000.0,4.678002119099999,25364271.20833333,1269469.241303933
250421_total_random_batch_7_8\batch_07\N011_V1309_PE1081_37deg,1309,37,1081,236.20571225733624,144.7343654237019,6267000.0,4.1300001145000005,23936472.58333333,1989264.8509336296
250421_total_random_batch_7_8\batch_07\N020_V2067_PE1638_35deg,2067,35,1638,382.013703863645,357.14291520603086,10930000.0,5.6490023136000005,26723522.541666668,3348257.473181683
250421_total_random_batch_7_8\batch_07\N021_V654_PE709_55deg,654,55,709,87.2632188614585,103.48888001479456,4414000.0,3.8639998436,14563548.0,1359239.746514934
250421_total_random_batch_7_8\batch_07\N030_V2546_PE2218_40deg,2546,40,2218,562.1726988816221,495.20267045111456,16870000.0,5.22900033,27055234.791666664,4106878.87190776
250421_total_random_batch_7_8\batch_07\N040_V1060_PE1115_52deg,1060,52,1115,230.53500391386757,158.9808289910823,7217000.0,3.6409990788,15859927.572916666,1969705.115598245
250421_total_random_batch_7_8\batch_07\N041_V2705_PE3137_60deg,2705,60,3137,599.6549625759914,428.3643178988741,15820000.0,3.8200011253,15014124.5,4208160.380161775
250421_total_random_batch_7_8\batch_08\N000_V2847_PE2670_44deg,2847,44,2670,765.60446976029,605.9361508534046,21700000.0,4.4830007553,24050706.666666664,5463153.607025163
250421_total_random_batch_7_8\batch_08\N010_V1614_PE1625_48deg,1614,48,1625,223.6265680677341,247.05502032057456,8848000.0,2.9179999829,20748284.92708333,2504175.841585884
251124_new_batch\batch_11\N000_V2143_PE2408_58deg,2143,58,2408,476.3510729493417,592.6439570571621,19060000.0,3.723001957,28261883.48958333,4533774.061520619
251124_new_batch\batch_11\N001_V3806_PE2863_33deg,3806,33,2863,706.9445196756816,675.4953574015234,22890000.0,5.3100006581,20560174.124349,6084513.593955575
251124_new_batch\batch_11\N003_V4110_PE3864_44deg,4110,44,3864,770.0143427930952,642.1044169988774,22240000.0,4.2350001335,19206400.70833333,5661333.187164191
251124_new_batch\batch_11\N005_V4337_PE3883_41deg,4337,41,3883,778.9840028061496,705.7396055274252,31650000.0,5.729000329999999,24061650.666666664,6569029.6679664245
251124_new_batch\batch_11\N006_V2885_PE2925_49deg,2885,49,2925,774.6830689329737,668.8513846158723,21410000.0,4.2220001221,28610311.041666664,5696161.99127744
251124_new_batch\batch_11\N007_V4387_PE3902_41deg,4387,41,3902,782.7802561637737,695.2401629229834,34200000.0,5.4340007305,23115073.33333333,7424013.23255542
251124_new_batch\batch_11\N008_V4461_PE4839_54deg,4461,54,4839,763.5519008176938,532.1436613299605,19640000.0,4.2129998207,24707537.33333333,5773778.589031621
251124_new_batch\batch_11\N009_V1046_PE784_33deg,1046,33,784,47.76858636600282,109.61185422700868,3346000.0,4.354000091600001,29502080.0,999517.4389637936
251124_new_batch\batch_11\N010_V2683_PE2088_35deg,2683,35,2088,494.83280649268175,361.2961206008776,13570000.0,3.3649992943,26192729.65625,3098402.7133534425
251124_new_batch\batch_11\N011_V2330_PE1956_38deg,2330,38,1956,468.38678729076906,403.60597597892473,14220000.0,4.1399998665,20205760.916666664,3652880.867439389
251124_new_batch\batch_11\N012_V4292_PE4665_54deg,4292,54,4665,778.9577780165246,674.4882540990347,22190000.0,4.4660000801,29178119.33333333,5859459.3731238805
251124_new_batch\batch_11\N013_V4200_PE3299_35deg,4200,35,3299,774.7764652038315,718.1690379469129,29130000.0,5.7349998951,29355053.33333333,6351434.590008946
251124_new_batch\batch_11\N014_V3202_PE3670_59deg,3202,59,3670,764.3133355576134,378.0989405495391,18080000.0,3.9130008221,21900790.166666664,5686808.054558499
251124_new_batch\batch_11\N015_V5437_PE5757_52deg,5437,52,5757,671.7069352365521,476.95942784522015,19870000.0,4.1760001183,27144490.11458333,8066595.568273183
251124_new_batch\batch_11\N016_V887_PE973_55deg,887,55,973,245.92888828309583,116.46370279698591,6890000.0,3.5570001601999994,15246481.114583334,1921813.84085663
251124_new_batch\batch_11\N017_V3303_PE3136_45deg,3303,45,3136,747.4398275997436,588.3922600299082,22770000.0,4.9939987659,18609172.166666664,4581661.1417681165
251124_new_batch\batch_11\N019_V2729_PE2306_38deg,2729,38,2306,710.6269308659505,546.1014655875741,19040000.0,4.5269999504000005,21763768.354166668,4416423.022576652
251124_new_batch\batch_11\N020_V3689_PE3113_38deg,3689,38,3113,776.5055074806407,695.4538053601682,29260000.0,5.3959994316,18043928.5,6589324.648048605
251124_new_batch\batch_11\N021_V3261_PE2915_41deg,3261,41,2915,777.0757566137409,585.2958284837487,19680000.0,4.0869998931,19924199.041666664,4450820.905114146
251124_new_batch\batch_11\N022_V3729_PE2883_34deg,3729,34,2883,778.279673687166,718.8780295304631,23780000.0,5.2970013618,20292967.45833333,6220349.082814508
251124_new_batch\batch_11\N023_V2513_PE2276_42deg,2513,42,2276,539.4544855245887,521.5059991890565,17670000.0,4.062000036300001,24547852.83333333,4002584.121988398
251124_new_batch\batch_11\N024_V1440_PE1000_30deg,1440,30,1000,142.00579355401595,89.13669371981977,4571000.0,5.206999301900001,24859125.33333333,1499194.163544777
251124_new_batch\batch_11\N025_V4427_PE3721_38deg,4427,38,3721,785.279865161629,714.2770178123129,35170000.0,4.860001087200001,17997683.583333332,6533765.0970437415
251124_new_batch\batch_11\N026_V3945_PE4294_54deg,3945,54,4294,776.5500331098574,567.8423548731668,19690000.0,4.553999900799999,24226221.854166668,5763679.720837845
251124_new_batch\batch_11\N027_V3412_PE2953_40deg,3412,40,2953,721.5893045890972,672.961072234032,23010000.0,4.8710010052,20498116.93098933,5992904.298717671
251124_new_batch\batch_11\N028_V5029_PE3862_34deg,5029,34,3862,769.0468422572225,660.9497355696898,23480000.0,5.1079990864,23566896.0,6928137.212776714
251124_new_batch\batch_11\N029_V1226_PE1254_48deg,1226,48,1254,382.6242703607893,220.71280472040704,10130000.0,4.3450012207,19918534.083333336,2875083.5259073395
251124_new_batch\batch_11\N030_V2845_PE2765_46deg,2845,46,2765,657.7850802600339,525.0063669805927,18960000.0,4.0569987297,29102637.04687333,4343475.584535385
251124_new_batch\batch_11\N031_V4775_PE5418_58deg,4775,58,5418,759.5390674157314,555.8809918115496,21000000.0,4.9140000343,33378915.33333333,7466026.7583523635
251124_new_batch\batch_11\N032_V1789_PE1237_30deg,1789,30,1237,314.6331965342388,181.2713315308613,8301000.0,5.158000230799999,19045053.33333333,2300450.871423784
251124_new_batch\batch_11\N033_V2614_PE2773_53deg,2614,53,2773,781.6822353399236,517.2200234133343,19490000.0,4.3660001755,16796291.916666664,4997809.231503011
251124_new_batch\batch_11\N034_V3331_PE3242_46deg,3331,46,3242,775.2244137632964,695.1792594527344,24540000.0,4.4239988327,17486063.333333332,6088551.93283405
251124_new_batch\batch_11\N036_V4997_PE5478_55deg,4997,55,5478,779.4622249840435,639.5024605327833,21650000.0,5.1330001355,18569144.0,6690952.156332631
251124_new_batch\batch_11\N037_V1282_PE964_33deg,1282,33,964,70.30855459217584,116.98529462850898,4051000.0,4.876000166000001,21472728.354166668,1414958.6980599412
251124_new_batch\batch_11\N038_V2647_PE2814_52deg,2647,52,2814,630.9199153667985,604.3750502010046,20980000.0,4.4640021324,19234349.541666664,4575630.370013087
251124_new_batch\batch_11\N039_V5255_PE5342_49deg,5255,49,5342,779.7148626894738,669.1177614105519,22570000.0,4.8699998855,18111830.544270664,5801522.480966456
251124_new_batch\batch_11\N040_V1616_PE1881_60deg,1616,60,1881,506.7750553188381,354.4948231644455,14350000.0,4.1300001145,26484943.33333333,3255875.264801513
251124_new_batch\batch_11\N042_V1419_PE1259_41deg,1419,41,1259,223.37050154926723,194.69133431099831,7407000.0,3.7959990502,25877509.59375,2391029.8977730083
251124_new_batch\batch_11\N043_V3101_PE3440_56deg,3101,56,3440,574.5576888393264,705.2681275276543,22950000.0,4.137999773,16665225.416666668,5193685.423093019
251124_new_batch\batch_11\N044_V3040_PE2805_43deg,3040,43,2805,784.508961767497,647.1045656343356,22930000.0,3.9280011654,23587506.916666664,5060046.461048719
251124_new_batch\batch_11\N045_V4067_PE4201_50deg,4067,50,4201,778.2764843266124,707.9678388441307,23240000.0,4.6070008278,29636938.666666664,6210968.5201216135
251124_new_batch\batch_11\N046_V4421_PE4248_45deg,4421,45,4248,784.2295757326715,700.900102393621,30120000.0,5.428999900799999,27400995.0,6821618.2184118135
251124_new_batch\batch_11\N047_V3737_PE3089_37deg,3737,37,3089,780.6767525475045,709.6698053121522,26720000.0,4.7719986439,18606542.875,5247005.886810379
251124_new_batch\batch_11\N048_V4545_PE4410_46deg,4545,46,4410,764.373739972417,647.3586451247908,23740000.0,4.7370009422,21242273.791666664,6448721.468295267
251124_new_batch\batch_11\N049_V1162_PE886_34deg,1162,34,886,109.8772811119405,89.91904761770529,3726000.0,4.3860015869,26494328.0,907963.637807702
251124_new_batch\batch_12\N000_V1925_PE1482_34deg,1925,34,1482,242.3174390801132,163.123088812136,6714000.0,5.0449995994,26343663.27083333,2205819.469116379
251124_new_batch\batch_12\N001_V2577_PE1783_30deg,2577,30,1783,554.8406539638942,309.4194113409915,13880000.0,5.8000013829000014,17057580.270833332,3126256.516562746
251124_new_batch\batch_12\N002_V1928_PE1760_43deg,1928,43,1760,387.6329533544204,263.9000293348503,11200000.0,5.0769999027,24254077.33333333,2777560.751406081
251124_new_batch\batch_12\N003_V4959_PE4247_39deg,4959,39,4247,779.1887074779212,736.6569350301405,25130000.0,4.837998628700001,30477238.0,7230301.436654631
251124_new_batch\batch_12\N004_V1282_PE1357_53deg,1282,53,1357,291.8794486270187,172.70192569561635,10610000.0,3.8880000115,16669852.270833332,2610488.348552593
251124_new_batch\batch_12\N005_V3651_PE4036_55deg,3651,55,4036,772.4932144680944,639.3011894317415,20600000.0,4.0219998359,26531288.166666664,5279638.89987823
251124_new_batch\batch_12\N006_V2309_PE1876_36deg,2309,36,1876,390.9816943072272,302.2193924029001,10590000.0,5.047000169699999,25145028.5625,3564859.4797123466
251124_new_batch\batch_12\N007_V670_PE785_60deg,670,60,785,104.07233058779477,89.77559630726746,4162000.0,3.8039982319,12008662.666666666,1020898.9922759436
251124_new_batch\batch_12\N008_V3066_PE3200_51deg,3066,51,3200,763.6479896155194,490.46465513560383,18280000.0,3.9770007133,31374031.33333333,5051558.561276163
251124_new_batch\batch_12\N009_V850_PE688_36deg,850,36,688,123.26712501218246,57.3718866977446,3346000.0,3.5169997215000004,21461031.260416664,980531.9415670416
251124_new_batch\batch_12\N010_V4785_PE5319_56deg,4785,56,5319,768.6281732319303,612.7934207368628,21050000.0,4.3320000171,33467360.666666664,6163666.189638932
251124_new_batch\batch_12\N011_V2144_PE2430_58deg,2144,58,2430,486.39223113915386,572.8796319908985,18470000.0,3.3579990864,17165396.625,3960344.803408783
251124_new_batch\batch_12\N012_V4657_PE5289_58deg,4657,58,5289,776.2608855840201,648.6189522583802,20140000.0,4.4869999886,34086436.666666664,5908353.917090369
251124_new_batch\batch_12\N013_V533_PE536_47deg,533,47,536,56.38483419408129,67.61011083591595,3323000.0,3.8520011902,23791404.265626665,1096413.545094763
251124_new_batch\batch_12\N014_V1910_PE1463_34deg,1910,34,1463,276.49791623530143,185.23110221574703,7942000.0,4.1579992772,22302216.0,2310355.363822251
251124_new_batch\batch_12\N016_V4661_PE4603_47deg,4661,47,4603,774.6799707904787,704.9917182401755,23220000.0,4.6250007152,26444704.197916664,5793438.866990197
251124_new_batch\batch_12\N017_V5270_PE4790_42deg,5270,42,4790,772.4316542145007,767.7923100973223,25600000.0,5.2960000038,18890179.875,7373615.222690428
251124_new_batch\batch_12\N018_V1862_PE1871_49deg,1862,49,1871,418.1026211144232,431.84259990859954,15720000.0,4.526997804600001,19398488.5,4099747.5661006575
251124_new_batch\batch_12\N019_V2775_PE3174_60deg,2775,60,3174,709.4311187659432,420.05825879937976,17210000.0,4.4219999314,27030503.0,4385650.776713806
251124_new_batch\batch_12\N020_V2245_PE1922_39deg,2245,39,1922,337.25610844996714,331.74689277846954,10650000.0,4.4599997997,24246386.70833333,2734154.1834399407
251124_new_batch\batch_12\N021_V2186_PE1890_40deg,2186,40,1890,307.5389539805888,298.3137296902744,10370000.0,3.8070011139,24913728.95833333,3167478.869788483
251124_new_batch\batch_12\N022_V4595_PE4536_47deg,4595,47,4536,780.8195187279874,761.9348012789158,31980000.0,4.8480000496,19402433.604166668,7268432.466424763
251124_new_batch\batch_12\N024_V3401_PE2745_36deg,3401,36,2745,777.4458875093169,628.3493198854267,22090000.0,4.3299992085,19356964.0,4873891.118276782
251124_new_batch\batch_12\N025_V1055_PE759_31deg,1055,31,759,119.59692978881894,68.40096332392758,3892000.0,3.9960007668,18193622.75,1315014.6953972192
251124_new_batch\batch_12\N026_V3832_PE3784_47deg,3832,47,3784,775.1901310833866,729.5523191739545,27990000.0,4.8979980946,16463192.749999998,6281276.766137285
251124_new_batch\batch_12\N027_V2902_PE3148_54deg,2902,54,3148,778.9230653560254,575.4150309889068,20160000.0,4.2269999981,28256698.666666664,5346880.80333326
251124_new_batch\batch_12\N028_V3236_PE3518_54deg,3236,54,3518,759.97263910336,666.5347394737097,22890000.0,4.4530010223000005,21214794.21875,5432343.838349313
251124_new_batch\batch_12\N029_V922_PE702_34deg,922,34,702,100.36186290220564,78.87327902247435,3377000.0,5.3460018635,19199768.0,989962.9164539288
251124_new_batch\batch_12\N030_V1893_PE2181_60deg,1893,60,2181,480.5442669953309,285.86886840339827,12760000.0,4.1169991493,22740735.95833333,2692885.7087681224
251124_new_batch\batch_12\N031_V2138_PE2185_49deg,2138,49,2185,381.909955782237,520.6774491302692,17330000.0,4.8340001106,21022953.0,3601919.909553272
251124_new_batch\batch_12\N032_V4391_PE4289_46deg,4391,46,4289,781.6973857918122,749.9048655350971,29500000.0,5.8039991856,26010026.666666664,8332226.4468840435
251124_new_batch\batch_12\N033_V2066_PE2144_50deg,2066,50,2144,593.8592614220178,416.48349726725104,15480000.0,4.5749979019,18772108.67708333,3510127.564420165
251124_new_batch\batch_12\N034_V1953_PE2077_53deg,1953,53,2077,454.5374324995362,476.8488375751709,16370000.0,3.8629996776,15547408.604166666,3868950.3591010487
251124_new_batch\batch_12\N035_V2919_PE3196_54deg,2919,54,3196,748.0592696423151,478.2121374860414,18770000.0,4.3460001945,19968908.0,4646209.063378097
251124_new_batch\batch_12\N036_V717_PE688_45deg,717,45,688,197.361695691251,47.16111908238952,4237000.0,4.585000753399999,25390514.666666664,1181062.089371306
251124_new_batch\batch_12\N037_V3406_PE3252_45deg,3406,45,3252,777.8239960320167,647.6868348265049,23720000.0,4.575001239800001,17790581.083333332,5867089.840954869
251124_new_batch\batch_12\N038_V2294_PE2041_41deg,2294,41,2041,535.8762179752375,329.0033223970188,14070000.0,4.534999132199999,27766202.666666664,3396763.4818848306
251124_new_batch\batch_12\N039_V3575_PE3580_48deg,3575,48,3580,776.998810603067,708.7742554036862,23560000.0,4.4969980717,28772748.0,6599272.40890985
251124_new_batch\batch_12\N040_V1578_PE1358_39deg,1578,39,1358,409.9892753965378,139.15985882396618,8841000.0,3.6309976578,27160540.5,2630064.594878313
251124_new_batch\batch_12\N041_V524_PE537_48deg,524,48,537,46.22908543431555,32.050795321679914,1832000.0,4.0270011425,20235750.078126665,563513.4188413119
251124_new_batch\batch_12\N042_V2553_PE2789_54deg,2553,54,2789,707.9910720031523,454.827126039693,17980000.0,4.760002136200001,16613376.0,4212378.754945105
251124_new_batch\batch_12\N043_V1791_PE1952_54deg,1791,54,1952,484.1355346835818,405.81066793219406,16030000.0,3.8859987258,18978259.854166664,3521905.1697236462
251124_new_batch\batch_12\N044_V2541_PE2818_56deg,2541,56,2818,750.6640820064208,445.112843783992,18190000.0,4.5249998569,16727014.666666666,4738142.92476599
251124_new_batch\batch_12\N045_V2189_PE2027_43deg,2189,43,2027,641.049613831625,426.2432772804199,16580000.0,4.1340003014,19699902.58333333,3114021.845268812
251124_new_batch\batch_12\N046_V1317_PE914_30deg,1317,30,914,209.62698412047396,90.71654747534116,5237000.0,4.9319992065,24046608.0,1348664.560832863
251124_new_batch\batch_12\N047_V2176_PE1834_38deg,2176,38,1834,547.6369996476161,264.1410192815423,12960000.0,4.5230000019,20699436.13021,2998632.480709137
251124_new_batch\batch_12\N049_V3760_PE2753_32deg,3760,32,2753,714.7942834395154,545.9521841110967,19790000.0,5.9120006562,24022776.80208333,6206020.175820503
251124_new_batch\batch_13\N000_V2095_PE1804_40deg,2095,40,1804,489.37822192672814,315.3295127642381,13140000.0,4.2940018177,27409577.58333333,3135605.527276803
251124_new_batch\batch_13\N001_V3646_PE3974_55deg,3646,55,3974,764.2998426621917,634.8858376799104,20960000.0,3.771999836,31849442.666666664,5566442.580729071
251124_new_batch\batch_13\N002_V2213_PE2223_48deg,2213,48,2223,675.7281484385635,388.8997563109404,15780000.0,4.7540009022,17558423.5,3359526.097566196
251124_new_batch\batch_13\N003_V2418_PE2722_56deg,2418,56,2722,611.8525126936092,519.9941458505024,17540000.0,4.176000118299999,16708899.270833332,4108513.408875605
251124_new_batch\batch_13\N004_V654_PE678_52deg,654,52,678,164.28297323620842,82.97249708447502,5080000.0,3.57700181,16189456.260416666,1578049.3305225796
251124_new_batch\batch_13\N005_V4202_PE3814_42deg,4202,42,3814,779.7503363454526,734.7094530257955,33550000.0,4.9459991455,25117739.666666664,6317331.97885069
251124_new_batch\batch_13\N006_V1471_PE1048_31deg,1471,31,1048,127.96558273634396,104.09555286410092,4210000.0,4.9950010777,24605186.666666664,1368941.6539584296
251124_new_batch\batch_13\N007_V3611_PE4041_57deg,3611,57,4041,775.1502369815926,668.7859016401118,22280000.0,4.5200002193,30863818.33333333,6484260.603913879
251124_new_batch\batch_13\N008_V1140_PE1015_40deg,1140,40,1015,253.62264523660775,90.27980381982678,5258000.0,3.5699999333,22919106.666666664,1247381.7470716229
251124_new_batch\batch_13\N009_V3671_PE3534_45deg,3671,45,3534,778.9950192539764,703.3240401001132,33990000.0,4.9740004540000005,24860092.0,7694068.049433928
251124_new_batch\batch_13\N011_V3702_PE2839_34deg,3702,34,2839,761.7222770376768,655.9376967830498,24100000.0,5.0650019645,21542108.604166664,5505131.541389076
251124_new_batch\batch_13\N012_V1071_PE1162_54deg,1071,54,1162,373.4420946091054,169.57679003968008,9563000.0,4.350001812,15562246.645833332,2068167.205496461
251124_new_batch\batch_13\N014_V4879_PE5579_59deg,4879,59,5579,773.4419792368564,502.69318192032347,20540000.0,4.2769999504,31950818.0,5177040.290080829
251124_new_batch\batch_13\N015_V4101_PE3859_44deg,4101,44,3859,777.0658002698699,709.357304166861,30100000.0,4.8920018673,18306056.0,6894037.526938675
251124_new_batch\batch_13\N016_V3964_PE3721_44deg,3964,44,3721,781.9115651437725,715.1520611983296,31860000.0,5.4229986667,25119823.58333333,6362509.548871061
251124_new_batch\batch_13\N017_V3732_PE3072_37deg,3732,37,3072,780.2133027401715,712.5656286372445,26150000.0,4.1269989014,16845391.416666664,5949954.09168045
251124_new_batch\batch_13\N018_V2412_PE2667_56deg,2412,56,2667,599.7180363695408,422.692656402001,16330000.0,4.2639999389000005,25991665.33333333,3795277.7818666697
251124_new_batch\batch_13\N019_V1881_PE2020_53deg,1881,53,2020,386.3493646737499,404.1138524648059,14190000.0,4.464001893999999,16124330.09375,3508409.512084495
251124_new_batch\batch_13\N020_V4013_PE4282_53deg,4013,53,4282,771.5675294463409,671.3780462773376,22200000.0,5.0440001488,24386121.0,5687593.132275535
251124_new_batch\batch_13\N021_V3621_PE3042_38deg,3621,38,3042,779.7508342053909,688.333665997691,29260000.0,5.423998832699999,23824284.666666664,6547383.717922837
251124_new_batch\batch_13\N022_V2779_PE3182_58deg,2779,58,3182,748.4444400680629,429.4690694957228,18980000.0,4.2999989986000005,33479636.666666664,4674892.034288387
251124_new_batch\batch_13\N023_V4973_PE5735_60deg,4973,60,5735,767.4383407574217,483.0192375390576,19170000.0,4.4689998627,17454508.260416664,4827576.437634489
251124_new_batch\batch_13\N024_V1868_PE1983_53deg,1868,53,1983,603.446993018134,288.69168638684334,14240000.0,4.4110019207,18599013.166666664,3260500.9248539074
251124_new_batch\batch_13\N025_V4763_PE3664_34deg,4763,34,3664,757.9824516283409,612.9366629845188,22660000.0,5.5220007896,20526372.666666668,5650773.025208937
251124_new_batch\batch_13\N026_V3813_PE3542_43deg,3813,43,3542,777.4321521094848,692.9462962135153,25510000.0,4.540997982,20559658.916666664,6143592.432326757
251124_new_batch\batch_13\N028_V3999_PE3695_43deg,3999,43,3695,776.0487802628019,705.5213146074404,32570000.0,4.7690012455,20935467.33333333,7133843.455209944
251124_new_batch\batch_13\N029_V1683_PE1383_37deg,1683,37,1383,258.83674088984094,203.3382747999824,7870000.0,4.8250010013,18693462.916666664,1913346.3070813003
251124_new_batch\batch_13\N030_V4512_PE4852_53deg,4512,53,4852,777.3952139559418,688.6528351479988,23650000.0,4.5890011787,24592446.666666664,7039771.650863422
251124_new_batch\batch_13\N031_V3800_PE3456_42deg,3800,42,3456,768.1499030202242,698.1701030476222,27660000.0,4.5539979935,22351521.33333333,6333913.3044115305
251124_new_batch\batch_13\N032_V2284_PE1976_40deg,2284,40,1976,332.5691224342446,280.3879091028083,12060000.0,4.1200010777,25377258.0,2846419.8100872003
251124_new_batch\batch_13\N033_V2265_PE1613_31deg,2265,31,1613,538.288950045831,254.8154952675525,12420000.0,5.3749997616,19901011.666666668,3020523.8456094894
251124_new_batch\batch_13\N034_V3517_PE3818_54deg,3517,54,3818,774.7532912476541,629.847888732362,21250000.0,4.7129998207,21196675.33333333,5307946.595057956
251124_new_batch\batch_13\N035_V3954_PE4562_60deg,3954,60,4562,764.2635661345527,543.1480624654655,20070000.0,4.4279999733,25074182.33333333,5879593.9919797145
251124_new_batch\batch_13\N036_V2808_PE2295_37deg,2808,37,2295,717.0213019354014,490.8935713621035,19440000.0,5.9920012951,18901418.5,5161003.836054897
251124_new_batch\batch_13\N037_V3739_PE4308_60deg,3739,60,4308,766.752672569384,531.4349184275183,19500000.0,4.5670008659,24104969.166666664,5323868.339881605
251124_new_batch\batch_13\N038_V1643_PE1876_60deg,1643,60,1876,604.6475753530693,360.95726660022586,13330000.0,3.7039999961,14809519.333333332,2919408.993391758
251124_new_batch\batch_13\N039_V2939_PE2423_37deg,2939,37,2423,557.9781843681928,488.7359535665802,17430000.0,5.364999532699999,20084806.125,3870603.4696558807
251124_new_batch\batch_13\N040_V958_PE1049_54deg,958,54,1049,281.4044142539924,115.14763045178827,7329000.0,3.7140002251,15750009.333333332,1547761.5347598004
251124_new_batch\batch_13\N042_V4404_PE3390_34deg,4404,34,3390,765.6135943744647,719.5328155007462,25580000.0,5.8320000172,24256037.33333333,7486151.388980959
251124_new_batch\batch_13\N043_V1523_PE1429_44deg,1523,44,1429,356.4510812862753,287.9906824265543,9608000.0,3.7860000133,22515058.666666664,2391722.441984063
251124_new_batch\batch_13\N044_V3520_PE3182_42deg,3520,42,3182,758.3108031541334,677.5389673633507,24050000.0,4.832999944699999,19650646.666666664,6312339.520639434
251124_new_batch\batch_13\N046_V1888_PE1852_46deg,1888,46,1852,422.7256766862628,234.72296385990325,11780000.0,3.7929997444,21881247.45833333,2689471.0628146757
251124_new_batch\batch_13\N047_V4365_PE4785_55deg,4365,55,4785,778.3463338385129,600.7258714162307,20870000.0,4.349998951,23712063.33333333,6326095.092642127
251124_new_batch\batch_13\N048_V5284_PE5996_58deg,5284,58,5996,750.7652547602402,519.9051453566963,20140000.0,4.0550000667,20910467.20833333,6784176.734598605
251124_new_batch\batch_13\N049_V943_PE1046_57deg,943,57,1046,311.86387693724106,150.4672568703114,7450000.0,2.8959999084,15956190.354166666,1834685.5330333044
251124_new_batch\batch_14\N000_V4115_PE3092_33deg,4115,33,3092,763.1505364436732,638.4302513379811,23150000.0,5.509000062899999,22191955.526043333,7070346.6626569405
251124_new_batch\batch_14\N001_V4380_PE3593_37deg,4380,37,3593,781.586653674829,701.2566845964619,30430000.0,5.360000610400001,18778228.0,7128074.086884185
251124_new_batch\batch_14\N002_V4821_PE3812_35deg,4821,35,3812,767.8788705117436,700.1245452756257,25690000.0,6.230000734300001,22998466.567706667,6253116.398143956
251124_new_batch\batch_14\N004_V4721_PE4137_40deg,4721,40,4137,773.6186460030349,742.3131528365353,29930000.0,5.490000009599999,16820640.0,7629668.587525133
251124_new_batch\batch_14\N005_V4434_PE5040_58deg,4434,58,5040,766.6025551074971,509.959497946724,20400000.0,4.6980021,34650742.666666664,6301095.761625356
251124_new_batch\batch_14\N006_V4530_PE5246_60deg,4530,60,5246,769.239250589705,492.19592104257725,20900000.0,4.3180010318,29010860.916666668,5654028.013844996
251124_new_batch\batch_14\N007_V1318_PE1462_55deg,1318,55,1462,357.0027373261737,274.11194046255287,10730000.0,4.7369997502,18057169.0,2782365.0256095347
251124_new_batch\batch_14\N008_V3518_PE2628_33deg,3518,33,2628,772.1966853881147,597.357064922664,22120000.0,5.081000089700001,20798202.5,4906485.804556806
251124_new_batch\batch_14\N009_V1966_PE1675_38deg,1966,38,1675,360.7414295821865,258.33680717140743,10440000.0,4.6650002002,20786373.33333333,2623261.888368585
251124_new_batch\batch_14\N010_V2978_PE2697_42deg,2978,42,2697,768.1719861376417,569.4623645577932,20680000.0,3.8239989281,20088258.072916668,4745292.928914735
251124_new_batch\batch_14\N011_V1042_PE964_43deg,1042,43,964,226.65753718347392,106.11756657251202,5582000.0,3.8929998875,24585054.625,1689471.018673088
251124_new_batch\batch_14\N012_V996_PE743_33deg,996,33,743,255.22837659845695,89.51124533315763,5252000.0,3.8610005379000008,22866256.1875,1142454.515707171
251124_new_batch\batch_14\N013_V3428_PE3951_60deg,3428,60,3951,772.5703658962258,482.9515150371997,19100000.0,4.078001976,26153957.33333333,5275931.197010493
251124_new_batch\batch_14\N014_V877_PE912_51deg,877,51,912,190.4702650756438,164.71622138648107,7168000.0,3.5899991989,16067405.333333332,1505429.8072315855
251124_new_batch\batch_14\N015_V5153_PE4926_45deg,5153,45,4926,771.9717587928858,748.9011901349094,28280000.0,5.2750003337,25243434.0,7119590.863115942
251124_new_batch\batch_14\N016_V3704_PE3536_45deg,3704,45,3536,781.7865426304688,665.8422049031524,25700000.0,4.6319990158,17827675.348959997,5963908.002379046
251124_new_batch\batch_14\N018_V950_PE989_50deg,950,50,989,106.25925568276097,116.3134734487773,5433000.0,3.9739999771,15827688.0,1592069.8639740583
251124_new_batch\batch_14\N019_V5034_PE5395_53deg,5034,53,5395,768.8992171295351,622.3964697188396,21310000.0,4.2080011368,32410027.33333333,5825324.919361528
